,timestamp,dataset,channel,window,sensor_height_m,reference_height_m,wind_profile_alpha,wind_mean_roof_m_s,wind_median_roof_m_s,wind_max_raw_roof_m_s,wind_std_roof_m_s,wind_3s_gust_roof_m_s,wind_mean_10m_m_s,wind_median_10m_m_s,wind_max_raw_10m_m_s,wind_std_10m_m_s,wind_3s_gust_10m_m_s,wind_mean_roof_mph,wind_3s_gust_roof_mph,wind_max_raw_roof_mph,wind_mean_10m_mph,wind_3s_gust_10m_mph,wind_max_raw_10m_mph,n_samples
97,12/29/2025 0:00,27.12.2025,31S4S,30min,118,10,0.14,5.015629421,4.9200515,15.77748,2.442877518,14.23668133,3.550274722,3.482620625,11.16796791,1.729172068,10.07732542,11.21964348,31.84654915,35.29321761,7.941738372,22.54233496,24.98203272,180000
98,12/29/2025 0:30,27.12.2025,31S4S,30min,118,10,0.14,5.466132847,5.380474,15.3891,2.589955924,12.7574419,3.869160108,3.808527151,10.89305611,1.833280387,9.030257159,12.22739094,28.53758478,34.42443629,8.655064664,20.20010997,24.36707255,180000
99,12/29/2025 1:00,27.12.2025,31S4S,30min,118,10,0.14,5.128471449,5.11224,12.88015,2.320153131,11.07522691,3.630149083,3.618659777,9.117115144,1.642302554,7.839514213,11.47206391,24.77457702,28.81207498,8.12041223,17.53649385,20.39440575,180000
100,12/29/2025 1:30,27.12.2025,31S4S,30min,118,10,0.14,5.61587129,5.4884495,14.85009,2.629311504,12.82654443,3.975151313,3.884956779,10.51152203,1.861137932,9.079170856,12.5623463,28.69216274,33.21870526,8.892160239,20.30952679,23.51360511,180000
101,12/29/2025 2:00,27.12.2025,31S4S,30min,118,10,0.14,5.385181883,5.27642,18.83639,2.606892357,14.47600467,3.811859591,3.734873328,13.33319383,1.845268711,10.2467286,12.04630879,32.38190021,42.1358044,8.526887058,22.92127909,29.82550517,180000
102,12/29/2025 2:30,27.12.2025,31S4S,30min,118,10,0.14,4.196575687,3.846393,13.74856,2.501155463,13.1417126,2.970513833,2.722639711,9.731812486,1.770423664,9.30226022,9.387472456,29.39717385,30.75465283,6.644850199,20.80856348,21.76944454,180000
103,12/29/2025 3:00,27.12.2025,31S4S,30min,118,10,0.14,3.017523191,2.792539,11.09224,1.695922462,9.28173128,2.13593059,1.97667726,7.851556798,1.200445675,6.570002121,6.750007139,20.76264155,24.81263422,4.777940654,14.69667618,17.56343235,180000
104,12/29/2025 3:30,27.12.2025,31S4S,30min,118,10,0.14,3.853000631,3.4415435,14.63096,2.331387265,12.32737273,2.727316871,2.436070105,10.35641254,1.65025455,8.725836006,8.618916944,27.57554745,32.72852541,6.10083409,19.51913924,23.16663507,180000
105,12/29/2025 4:00,27.12.2025,31S4S,30min,118,10,0.14,3.13968385,2.8845675,12.46759,1.946915179,10.00716626,2.222401073,2.041818926,8.825087721,1.37810894,7.083495694,7.023272749,22.38539339,27.88920455,4.971369615,15.84532859,19.741159,180000
106,12/29/2025 4:30,27.12.2025,31S4S,30min,118,10,0.14,3.004663842,2.7059705,12.18368,1.806073269,8.966163753,2.126828198,1.915400413,8.62412421,1.278415077,6.346630074,6.721241594,20.0567371,27.25411596,4.757579184,14.19700714,19.29161643,180000
107,12/29/2025 5:00,27.12.2025,31S4S,30min,118,10,0.14,3.432568229,3.201551,10.15691,1.963264956,9.492719107,2.429717028,2.266193259,7.189490649,1.389682004,6.719348232,7.678436446,21.23460788,22.72036059,5.4351222,15.03075392,16.08243255,180000
108,12/29/2025 5:30,27.12.2025,31S4S,30min,118,10,0.14,2.885189015,2.615935,10.69338,1.763109741,10.26444574,2.042258861,1.851669476,7.569226814,1.248003674,7.265608993,6.453984017,22.96091119,23.92040981,4.568402963,16.25270444,16.93187816,180000
109,12/29/2025 6:00,27.12.2025,31S4S,30min,118,10,0.14,3.447496272,3.195367,11.82569,1.918257448,11.00890695,2.440283729,2.261815962,8.370723741,1.357823786,7.792570139,7.711829528,24.62622349,26.45331514,5.458759236,17.43148295,18.72477573,180000
110,12/29/2025 6:30,27.12.2025,31S4S,30min,118,10,0.14,3.880450328,3.656068,12.09552,2.190150869,11.21594577,2.746746929,2.587919623,8.561720832,1.550281453,7.939120974,8.680320168,25.08935614,27.05690766,6.14429789,17.75930783,19.15202405,180000
111,12/29/2025 7:00,27.12.2025,31S4S,30min,118,10,0.14,3.576544657,3.172809,14.63738,2.371248509,13.7319418,2.531629636,2.245848456,10.36095689,1.678470025,9.720049421,8.000502543,30.71747897,32.74288654,5.663094211,21.74313131,23.17680049,180000
112,12/29/2025 7:30,27.12.2025,31S4S,30min,118,10,0.14,4.381864936,4.2080185,12.29497,2.267021373,10.58132263,3.101669404,2.978613541,8.702899981,1.604693648,7.489907866,9.801952702,23.66974461,27.5030646,6.938236855,16.75444673,19.46783281,180000
113,12/29/2025 8:00,27.12.2025,31S4S,30min,118,10,0.14,2.573115494,2.420195,8.465733,1.399477998,7.03357299,1.821360018,1.713116422,5.992404013,0.990609741,4.978660561,5.755895432,15.73365468,18.93730539,4.074266325,11.1369465,13.40462601,180000
114,12/29/2025 8:30,27.12.2025,31S4S,30min,118,10,0.14,2.939007687,2.627293,12.62387,1.900988663,10.08628575,2.080353994,1.859709149,8.935709317,1.345600209,7.139499817,6.574372958,22.56237865,28.23879295,4.653619349,15.97060625,19.98861247,180000
115,12/29/2025 9:00,27.12.2025,31S4S,30min,118,10,0.14,2.774455177,2.553918,8.892537,1.633228826,8.15348685,1.963876765,1.80777122,6.294513942,1.156068467,5.771382976,6.206279476,18.23883064,19.89203874,4.393067208,12.91021603,14.08042668,180000
116,12/29/2025 9:30,27.12.2025,31S4S,30min,118,10,0.14,5.252458664,5.0360195,14.90338,2.718052507,13.64541167,3.71791248,3.564707682,10.54924294,1.923952569,9.658799731,11.74941541,30.52391658,33.3379116,8.316733358,21.60611966,23.59798439,180000
117,12/29/2025 10:00,27.12.2025,31S4S,30min,118,10,0.14,5.316203233,5.2080615,14.14744,2.536161416,12.69372223,3.763033583,3.686486289,10.01415663,1.795202358,8.985153683,11.89200795,28.39504795,31.64692198,8.417666391,20.09921636,22.40103039,180000
118,12/29/2025 10:30,27.12.2025,31S4S,30min,118,10,0.14,3.963400203,3.6053245,11.74501,2.283771847,10.42358306,2.80546236,2.552001227,8.313615023,1.616550342,7.378253122,8.865873755,23.31689123,26.27283912,6.275640569,16.50468218,18.59702716,180000
119,12/29/2025 11:00,27.12.2025,31S4S,30min,118,10,0.14,2.893932537,2.7096605,8.968971,1.558077521,8.042894483,2.048447896,1.918012351,6.348617162,1.102873194,5.69310102,6.47354272,17.99144256,20.06301673,4.58224744,12.73510429,14.20145213,180000
120,12/29/2025 11:30,27.12.2025,31S4S,30min,118,10,0.14,5.349070544,5.2291165,13.62134,2.435864427,12.4641166,3.786298457,3.701389909,9.641760787,1.724207906,8.822629101,11.96553003,27.88143477,30.47006979,8.46970843,19.73565923,21.56800462,180000
121,12/29/2025 12:00,27.12.2025,31S4S,30min,118,10,0.14,5.775728097,5.793427,12.99215,2.520080829,11.55885537,4.088304725,4.100832757,9.196393483,1.783819838,8.181846897,12.91993579,25.85642306,29.06261185,9.145277213,18.30227026,20.57174634,180000
122,12/29/2025 12:30,27.12.2025,31S4S,30min,118,10,0.14,3.961555843,3.676521,14.03798,2.286676327,11.51191648,2.804156844,2.602397122,9.936676208,1.618606256,8.14862157,8.861748038,25.75142377,31.40206693,6.272720212,18.22794732,22.22771163,180000
123,12/29/2025 13:00,27.12.2025,31S4S,30min,118,10,0.14,4.746556631,4.625904,13.51796,2.432020063,12.39966953,3.359813616,3.274410579,9.568584049,1.721486702,8.77701074,10.61774479,27.73727079,30.23881532,7.515689012,19.63361386,21.40431292,180000
124,12/29/2025 13:30,27.12.2025,31S4S,30min,118,10,0.14,5.887842584,5.7324945,14.58869,2.913424964,12.807028,4.167664102,4.057702156,10.32649205,2.06224546,9.065356299,13.17072876,28.64850573,32.63397011,9.322799084,20.27862451,23.09970483,180000
125,12/29/2025 14:00,27.12.2025,31S4S,30min,118,10,0.14,4.333106415,4.045823,12.36681,2.230298825,11.08251628,3.067156059,2.863804703,8.753751372,1.578699875,7.844673937,9.692882996,24.79088287,27.66376611,6.861032702,17.54803583,19.58158414,180000
126,12/29/2025 14:30,27.12.2025,31S4S,30min,118,10,0.14,4.925401466,4.7654025,14.3296,2.358360091,11.87519668,3.486407557,3.373153519,10.14309718,1.669347058,8.405766661,11.01780929,26.56405842,32.05440229,7.798871594,18.80316451,22.6894622,180000
127,12/29/2025 15:00,27.12.2025,31S4S,30min,118,10,0.14,4.925183209,4.647423,14.52041,2.584201629,12.96677213,3.486253065,3.289642637,10.27816057,1.829207253,9.178429956,11.01732106,29.00584318,32.4812321,7.798526005,20.53156307,22.9915904,180000
128,12/29/2025 15:30,27.12.2025,31S4S,30min,118,10,0.14,4.972032726,4.9136535,14.47973,2.597484091,12.87492233,3.519415136,3.47809185,10.24936555,1.838609142,9.113414781,11.12212045,28.80038102,32.39023354,7.872707445,20.38612827,22.92717777,180000
129,12/29/2025 16:00,27.12.2025,31S4S,30min,118,10,0.14,4.809427593,4.6701565,12.81837,2.525774649,12.3554353,3.404316343,3.305734371,9.073384646,1.787850165,8.745699878,10.75838313,27.63832163,28.67387706,7.615238777,19.56357346,20.29658341,180000
130,12/29/2025 16:30,27.12.2025,31S4S,30min,118,10,0.14,4.548347491,4.3663665,12.35095,2.220718108,11.04070247,3.2195128,3.090698955,8.742524993,1.571918238,7.815076351,10.17436357,24.69734804,27.6282883,7.201845025,17.48182792,19.55647144,180000
131,12/29/2025 17:00,27.12.2025,31S4S,30min,118,10,0.14,4.726624417,4.554856,11.98753,2.080943132,11.06116433,3.345704752,3.224119798,8.485280941,1.472979596,7.829560126,10.5731577,24.74311993,26.81534091,7.484128382,17.5142272,18.98103288,180000
132,12/29/2025 17:30,27.12.2025,31S4S,30min,118,10,0.14,3.082551525,2.682078,11.55081,1.918921919,8.22720542,2.181960396,1.89848829,8.176152046,1.358294126,5.823564099,6.895471378,18.40373439,25.83842609,4.880906397,13.02694188,18.28953124,180000
133,12/29/2025 18:00,27.12.2025,31S4S,30min,118,10,0.14,2.856188327,2.580583,9.988503,1.70260428,8.387707107,2.021730947,1.826645835,7.070285049,1.205175349,5.937173984,6.389111326,18.76276643,22.34364486,4.522483327,13.28107996,15.81577722,180000
134,12/29/2025 18:30,27.12.2025,31S4S,30min,118,10,0.14,2.937827181,2.593943,11.3142,1.892594178,9.364607383,2.079518381,1.836102608,8.008669477,1.339658237,6.628665334,6.57173224,20.94803012,25.3091446,4.651750137,14.82790205,17.9148834,180000
135,12/29/2025 19:00,27.12.2025,31S4S,30min,118,10,0.14,3.692051764,3.600735,9.761628,1.934894478,9.229983687,2.613390454,2.548752584,6.909693324,1.369600179,6.533372985,8.258884583,20.64688548,21.83613994,5.845987951,14.61473914,15.45654376,180000
136,12/29/2025 19:30,27.12.2025,31S4S,30min,118,10,0.14,4.173307145,4.134579,10.26032,1.894405595,9.275424463,2.954043375,2.926629955,7.262688622,1.340940434,6.565537889,9.33542221,20.74853361,22.95168218,6.608006833,14.68668998,16.24617176,180000
137,12/29/2025 20:00,27.12.2025,31S4S,30min,118,10,0.14,2.725164342,2.584755,8.830547,1.626488788,8.092246367,1.928986626,1.829598953,6.250634798,1.151297583,5.728034371,6.096019019,18.10183958,19.75337106,4.315020191,12.81324797,13.98227183,180000
138,12/29/2025 20:30,27.12.2025,31S4S,30min,118,10,0.14,2.33861261,2.099327,9.654284,1.376477725,7.20334489,1.655368955,1.485992476,6.833710699,0.974329174,5.098832295,5.231327421,16.11342361,21.59601825,3.702954892,11.40576301,15.28657547,180000
139,12/29/2025 21:00,27.12.2025,31S4S,30min,118,10,0.14,2.344333287,2.1325845,8.433653,1.388745341,7.361727563,1.659418292,1.509533541,5.969696431,0.983012712,5.210942253,5.244124209,16.46771556,18.86554447,3.712013001,11.65654584,13.3538306,180000
140,12/29/2025 21:30,27.12.2025,31S4S,30min,118,10,0.14,2.48558332,2.1714685,8.338194,1.564201443,7.41827273,1.759401042,1.537057282,5.902126512,1.107207965,5.250967314,5.560091535,16.59420349,18.65200877,3.935668042,11.74607935,13.202681,180000
141,12/29/2025 22:00,27.12.2025,31S4S,30min,118,10,0.14,2.347183722,1.982219,8.37133,1.596696383,7.5450262,1.661435951,1.403098478,5.925581575,1.130209258,5.340688783,5.250500453,16.87774293,18.72613189,3.716526375,11.94678056,13.25514848,180000
142,12/29/2025 22:30,27.12.2025,31S4S,30min,118,10,0.14,2.304351735,2.034223,8.48524,1.465874943,7.316593693,1.631117658,1.43990911,6.006211893,1.037608308,5.17899459,5.154688026,16.36675397,18.9809413,3.648706286,11.58508095,13.43551336,180000
143,12/29/2025 23:00,27.12.2025,31S4S,30min,118,10,0.14,2.724325525,2.545203,7.934568,1.470293957,6.99805577,1.928392876,1.801602374,5.616422951,1.040736273,4.95351997,6.094142638,15.65420493,17.74912312,4.313692009,11.08070859,12.56358033,180000
144,12/29/2025 23:30,27.12.2025,31S4S,30min,118,10,0.14,2.628963074,2.4792545,7.642571,1.491778347,7.090090997,1.860891298,1.754921235,5.40973512,1.055943833,5.018666398,5.88082291,15.86008186,17.09594443,4.16269528,11.226437,12.10123282,180000
145,12/30/2025 0:00,27.12.2025,31S4S,30min,118,10,0.14,2.391885927,2.165711,9.244557,1.465425228,8.162561317,1.693078063,1.53298188,6.543688593,1.03728998,5.777806268,5.350496437,18.25912965,20.67948506,3.787307764,12.92458453,14.6378145,180000
146,12/30/2025 0:30,27.12.2025,31S4S,30min,118,10,0.14,2.265409612,2.103944,6.398689,1.200456149,6.06494455,1.603552776,1.489260584,4.52926281,0.849733655,4.293024367,5.067576978,13.56689457,14.31345965,3.5870454,9.60322201,10.13167236,180000
147,12/30/2025 1:00,27.12.2025,31S4S,30min,118,10,0.14,2.303514813,2.107097,6.451499,1.393425097,5.748381713,1.630525249,1.49149241,4.566643963,0.986325241,4.068947798,5.152815884,12.85876368,14.43159225,3.647381104,9.101976999,10.21529161,67125
